name;addr;rating;phone;more_phones;
Банкетный зал  Шаляпин с террасой на крыше.;194291, Санкт-Петербург, Просвещения пр-кт, д. 49 лит. А, — пересечение с пр.Культуры;4.8;+7 495 150-09-72;+7 812 929-98-29, +7 812 929-59-69;
Банкет-холл "Lux";193318, Санкт-Петербург, Пятилеток пр-кт, д. 2литерА;0.0;;;
Евразия;195027, Санкт-Петербург, Большая Пороховская ул., д. 10, — вход со двора;5.0;;;
Зангезур;198099, Санкт-Петербург, Калинина ул., д. 18;0.0;;;
Рецептория;190000, Санкт-Петербург, Адмиралтейский пр-кт, д. 10;4.7;+7 812 571-53-85;+7 812 312-79-67;
Аида;190000, Санкт-Петербург, Конногвардейский б-р, д. 6, — вход с ул. Конногвардейский бульвар;0.0;+7 812 315-07-36;+7 921 346-48-09;
БАНКЕТНЫЙ ЗАЛ КНЯЖЕСКИЙ;190000, Санкт-Петербург, Казанская ул., д. 25;5.0;;;
Две Палочки;197136, Санкт-Петербург, Большой П.С. пр-кт, д. 74;2.6;;;
КАРУМИ;191014, Санкт-Петербург, Жуковского ул., д. 33, — 1 этаж;0.0;;;
More. Yachts & Seafood;197110, Санкт-Петербург, Петровская коса, д. 9, — 1 этаж;4.9;;;
Сакартвело;191028, Санкт-Петербург, Гагаринская ул., д. 32;4.0;;;
Харбин;199034, Санкт-Петербург, Большой В.О. пр-кт, д. 51/9;4.5;;;
Lancaster Court Hotel;194044, Санкт-Петербург, Фокина ул., д. 3;5.0;+7 495 150-09-72;+7 812 495-40-04, +7 812 495-40-10;
Пу-эр Некрасова;191014, Санкт-Петербург, Некрасова ул.;4.4;;;
MAMALЫGA;194156, Санкт-Петербург, Энгельса пр-кт, д. 27 к162, — 1 этаж;0.0;+7 812 998-00-98;+7 812 600-24-25;
Лунду;190068, Санкт-Петербург, Вознесенский пр-кт, д. 53;0.0;;;
Ресторан "Нектарин";188689, Ленинградская обл., Всеволожский район, д. Кудрово, Ленинградская ул., д. 3;3.3;+7 495 150-09-72;+7 812 339-29-33;
Доски;193318, Санкт-Петербург, Пятилеток пр-кт, д. 8 к1, — 2 этаж;0.0;;;
Новая История;191014, Санкт-Петербург, Литейный пр-кт, д. 45;5.0;;;
Таверна;197198, Санкт-Петербург, Большая Пушкарская ул., д. 4;5.0;;;
Il Lago dei cigni;197110, Санкт-Петербург, Северная дор., д. 21;5.0;;;
Индокитай;194156, Санкт-Петербург, Энгельса пр-кт, д. 28;0.0;;;
Нева КэйтерингСПб;199106, Санкт-Петербург, Морской Славы пл., д. 1, — 248 офис;0.0;;;
Pizza Ollis;192238, Санкт-Петербург, Бухарестская ул., д. 72 к1, — 1 этаж;0.0;;;
Sushi Lounge;191186, Санкт-Петербург, Миллионная ул., д. 23, — 1 этаж;0.0;+7 812 315-86-73;+7 812 915-55-01;
Беринг;194044, Санкт-Петербург, Пироговская наб., д. 5/2, — отель Санкт-Петербург;4.0;;;
Монтенегро;199397, Санкт-Петербург, Кораблестроителей ул., д. 30а;5.0;;;
Васаби;195426, Санкт-Петербург, Индустриальный пр-кт, д. 10 к1, — 1 этаж;5.0;+7 812 244-74-18;+7 812 244-73-18;
Банкетный зал «В Двух Шагах»;197341, Санкт-Петербург, Королева пр-кт, д. 21 к 1;4.3;;;
Аракс;198097, Санкт-Петербург, Стачек пр-кт, д. 47;0.0;;;
Доник;192289, Санкт-Петербург, Софийская ул., д. 78;4.8;;;
Сеть пивных ресторанов Толстый Фраер;191014, Санкт-Петербург, Белинского ул., д. 13;5.0;;;
Сеть пироговых "Линдфорс";190121, Санкт-Петербург, Декабристов ул., д. 33;0.0;;;
Street;195220, Санкт-Петербург, Науки пр-кт, д. 19 к2, — цокольный этаж;4.3;;;
Риф;190020, Санкт-Петербург, Рижский пр-кт, д. 26;0.0;+7 812 251-74-01;+7 812 251-67-11;
НагаСаки;198260, Санкт-Петербург, Ветеранов пр-кт, д. 89;0.0;+7 921 965-34-22;+7 812 600-40-06;
SПБ;199397, Санкт-Петербург, Кораблестроителей ул., д. 30/1, — 2 этаж;4.3;;;
Subway;191186, Санкт-Петербург, Невский пр-кт, д. 11;0.0;;;
BB King;194044, Санкт - Петербург,  наб. Пироговская;0.0;;;
WHY NOT CAfE;191025, Санкт-Петербург, Колокольная ул., д. 10;0.0;;;
ОЙСИ;193318, Санкт-Петербург, Бадаева ул., д. 6 к1;0.0;;;
Евразия-Экспресс;194292, Санкт-Петербург, Культуры пр-кт, д. 41;0.0;+7 812 334-14-55;+7 812 325-60-60;
Евразия;191186, Санкт-Петербург, Большая Морская ул., д. 13, — цокольный этаж;0.0;;;
Миндаль cafe;190000, Санкт-Петербург, Английская наб., д. 26;0.0;+7 962 686-17-55;+7 812 312-32-38;
iPirogi - осетинские пироги и шашлыки СПб;Ленинградская Обл.,  просп. Большой  П.с. 14;0.0;;;
Ресторан событий  Open Family;197110, Санкт-Петербург, Петровская коса, д. 9 к1;0.0;;;
Саквояж беременной шпионки;191186, Санкт-Петербург, Большая Конюшенная ул., д. 17;4.0;+7 812 950-95-16;+7 812 495-97-96;
Гаштет;197227, Санкт-Петербург, Комендантский пр-кт, д. 11;4.5;;;
Аист;191014, Санкт-Петербург, Артиллерийская ул., д. 1, — 5 этаж;0.0;+7 812 960-79-26;+7 812 600-05-70;
Династия;191186, Санкт-Петербург, Гороховая ул., д. 11;0.0;;;
Винотека Grand Cru;191002, Санкт-Петербург, Реки Фонтанки наб., д. 52, — 1 этаж;0.0;;;
Плюшкин;196105, Санкт-Петербург, Люботинский пр-кт, д. 6;0.0;;;
Аристос;197101, Санкт-Петербург, Большая Монетная ул., д. 14а;0.0;;;
Емеля;194356, Санкт-Петербург, Просвещения пр-кт, д. 19а;0.0;;;
Бровар;191123, Санкт-Петербург, Потемкинская ул., д. 7;0.0;+7 931 383-88-87;+7 812 579-29-28;
Про 100;191015, Санкт-Петербург, Кавалергардская ул., д. 10;0.0;;;
Васаби/Розарио;191025, Санкт-Петербург, Невский пр-кт, д. 54, — вход с ул. Невский проспект;3.8;+7 812 244-74-34;+7 812 244-73-34;
Teplo;190000, Санкт-Петербург, Большая Морская ул., д. 45, — цокольный этаж;0.0;;;
Pizza Milano Bar;191023, Санкт-Петербург, Реки Фонтанки наб., д. 40/68литерА;0.0;;;
Ollis Pizza;198332, Санкт-Петербург, Ленинский пр-кт, д. 84к1;0.0;;;
Евразия-Экспресс;196066, Санкт-Петербург, Московский пр-кт, д. 192;0.0;+7 812 334-14-55;+7 812 325-60-60;
Бар-Клуб Bashni;191119, Санкт-Петербург, Обводного канала наб., д. 74литерА;4.6;;;
Chili Pizza;197198, Санкт-Петербург, Добролюбова пр-кт, д. 8, — 1 этаж;5.0;+7 812 244-55-44;+7 812 244-32-90;
Евразия-Экспресс;192281, Санкт-Петербург, Балканская пл., д. 5 лит Ю;0.0;+7 812 334-14-55;+7 812 325-60-60;
Лампа;194358, Санкт-Петербург, Энгельса пр-кт, д. 150 к 1;0.0;;;
Атриум-кафе Версаль;Санкт - Петербург,  просп. Суворовский, д 18;0.0;;;
Ресторан «Плюшкин»;197227, Санкт-Петербург, Комендантский пр-кт, д. 9, — ТРК Променад;5.0;;;
Любовь, ресторан-кондитерская;197022, Санкт-Петербург, Большой П.С. пр-кт, д. 98;4.0;;;
SunDay Ginza;187300, Ленинградская обл., Кировский район, массив. Келколово-3, снт. Василеостровец, Южная дорога ул., д. 4 к2;0.0;+7 931 340-07-54;+7 812 900-33-31, +7 931 203-61-19;
Омс-СПб Кейтеринг;196084, Санкт-Петербург, Заставская ул., д. 3;0.0;;;
Евразия-Экспресс;197082, Санкт-Петербург, Богатырский пр-кт, д. 64 к1;0.0;+7 812 334-14-55;+7 812 325-60-60;
Чито Гврито;192238, Санкт-Петербург, Бухарестская ул., д. 96;0.0;;;
Ресторан  «Баклажан»;191036, Санкт-Петербург, Лиговский пр-кт, д. 30;4.1;+7 495 150-09-72;+7 812 640-16-16, +7 812 997-40-49;
Craft Brew Cafe;190000, Санкт-Петербург, Малая Морская ул., д. 15;4.3;;;
Burik-Beer на Маяковской;191014, Санкт-Петербург, Белинского ул., д. 13, — Пересечение ул.Белинского и Литейного проспекта;0.0;;;
НЭП;191186, Санкт-Петербург, Реки Мойки наб., д. 37, — угол Дворцовой пл.;5.0;+7 495 150-09-72;+7 812 571-75-91, +7 812 312-37-22, +7 812 571-77-91;
Оккервиль;195027, Санкт-Петербург, Большеохтинский пр-кт, д. 4;0.0;;;
Суши Wok;195027, Санкт-Петербург, Среднеохтинский пр-кт, д. 2а;0.0;;;
Вкусные обеды, ООО;195009, Санкт-Петербург, Арсенальная ул., д. 27, — 1 этаж;0.0;+7 911 116-93-73;+7 911 192-72-38;
Окно в Прованс;197022, Санкт - Петербург,  наб. Реки Карповки, эт. 1;0.0;;;
Банкетный зал Тиффани;198095, Санкт-Петербург, Стачек пр-кт, д. 20В, — 1 этаж;0.0;+7 812 961-99-65;+7 812 903-06-52;
Винити;191123, Санкт-Петербург, Фурштатская ул., д. 52;0.0;;;
Тройка;191002, Санкт-Петербург, Загородный пр-кт, д. 27, — 1 этаж;4.7;+7 495 150-09-72;+7 812 407-53-43, +7 812 713-29-99, +7 812 715-58-66;
Family Club;194356, Санкт-Петербург, Парашютная ул., д. 54;0.0;;;
Аркобалено\Arcobaleno;190000, Санкт-Петербург, Большая Морская ул., д. 54;5.0;;;
Миндаль кафе;190068, Санкт-Петербург, Лермонтовский пр-кт, д. 30;5.0;;;
Кальянная ZanaveS;191186, Санкт-Петербург, Невский пр-кт, д. 20литерА;0.0;;;
Евразия;198330, Санкт-Петербург, Ленинский пр-кт, д. 95 к1, — 1 этаж;0.0;;;
Пища Богов;192102, Санкт-Петербург, Самойловой ул., д. 5;3.0;+7 981 838-38-68;+7 812 438-32-92, +7 911 141-80-90;
IL Патио;Санкт-Петербург, Невский пр-кт, д. 94;0.0;;;
Pizza da Marino;196105, Санкт-Петербург, Космонавтов пр-кт, д. 14, — ТРЦ Радуга;0.0;;;
Евразия;197198, Санкт-Петербург, Большой П.С. пр-кт, д. 14, — 1 этаж;2.0;;;
Маэстро;199155, Санкт-Петербург, Уральская ул., д. 19 к8, — 1 этаж;0.0;+7 981 698-29-50;+7 812 346-73-17;
Царский Двор;196135, Санкт-Петербург, Бассейная ул., д. 61;4.0;+7 812 388-47-95;+7 812 387-47-80;
The Kitchen;196084, Санкт-Петербург, Московский пр-кт, д. 73, — 1 этаж;4.7;+7 495 150-09-72;+7 812 952-85-85;
Ла Извор;197198, Санкт-Петербург, Саблинская ул., д. 4;0.0;;;
2 Берега;194100, Санкт-Петербург, Большой Сампсониевский пр-кт, д. 77/7;2.5;;;
Марчеллис;197046, Санкт-Петербург, Александровский парк, д. 4/3;0.0;;;
Пинта;195030, Санкт-Петербург, Коммуны ул., д. 50;0.0;+7 812 600-54-68;+7 950 034-20-51;
Тан Жен;198262, Санкт-Петербург, Лени Голикова ул., д. 3;0.0;;;
Васабико;195274, Санкт-Петербург, Культуры пр-кт, д. 1, — 3 этаж;0.0;;;
